file_name,QuestionText,answer
coast wave kids far 160710_0914.wav,Is this in a car?,NO
cf_AT_ESCH_SchlafzMittagNorm_WIND.wav,Are birds chirping?,YES
Thunder - 1.wav,is a man speaking?,NO
PS3F_FOZ_Terminal_motor onibus_sabado_tarde.wav,Does the vehicle stop?,YES
Strimmers And Chainsaw 1.wav,Are people talking?,NO
Birds Chirping ME.A1.wav,is the water falling in a constant way?,YES
Rain Loop with Low-Cut Filter.wav,Is there a tornado warning blaring?,NO
"India Divali Celebration Night (Fireworks, Voices, Traffic).wav",Is something exhilarating happening?,YES
Lake Wars_extract.wav,Are there several vehicles around?,NO
Synthetic Rain Noise.wav,Does the sound stop in the middle?,NO
Rushing_Water_No_Traffic.wav,Are the whales singing?,NO
swings.wav,Are waves crashing on the shore?,YES
Maas 03 100215.wav,Is water flowing?,YES
Ambience - Generator.wav,Does the sound stay constant throughout?,YES
winterbeach.wav,Is there a person walking?,YES
RainGutter.wav,Is the person talking?,NO
Finch.wav,are there cars?,YES
wind on lanyards .wav,Does the object beat together multiple times?,YES
loud street.wav,Is there a beep?,YES
Turning Pages.wav,is someone talking?,NO
Pardelas.wav,Is the sound repetitive?,YES
20081228.rain.wav,Are there children crying ?,NO
Prep Rally.wav,Is there music playing?,YES
Baking Tray Hits.wav,Does the sound get louder?,NO
Aldgate Christians.wav,Any any animals be heard?,NO
Summer Ambiance .wav,Is a bird chirping?,YES
Schnelllauferpresse 01.wav,Is the pounding being made by a machine?,YES
down stairs running 1.wav,Is there stomping?,YES
La cuina del institut.wav,Is something dropped?,NO
Les_Feuilles_Mortes141020.wav,Dies it sound like static?,YES
gentle village sounds ed 1f.wav,Is there a bird chirping in this recording?,YES
Fountain Trompenburg 090928.wav,Is somebody bellowing?,NO
Baking dish picked up put down.wav,Is there something metallic?,YES
Insects 3 with dog.wav,Are there dogs barking?,NO
Olive Oil.wav,Is something dripping?,YES
eating_cabbage.wav,Is someone chewing?,YES
airport_ambiance_01.wav,Is someone cutting wood ?,YES
Pet Store Ambience.wav,Is there something being banged?,YES
sants_train.wav,Are there people talking?,YES
two noise generators 02.wav,Is there chattering coming from the electronic?,NO
20070128.turbine.wav,Is someone speaking into a microphone?,NO
"dish washing, distance, ambience .wav",Is the noise constant?,YES
Box opened.wav,Is a person manipulating something?,YES
Rio Cadi.wav,Is water spraying from a broken pipe?,YES
SFX- Lavadora Vieja - Hector Bakero.wav,Is the sound repetitive and constant?,YES
rattledoor.wav,Is something clanking?,YES
drive by moped.wav,Does the engine sound get closer as the clip goes on?,YES
20100418.marshes.storm.01.wav,Is there a rooster?,YES
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",Is the water running the whole time?,NO
Wood Steps.wav,Is this a man-made surface?,YES
Metal Bearing rolling spinning Start to Stop continuous Slow down creaky 2.wav,Is friction slowing something down?,YES
Tree Rustle 4.wav,Are there animals making noise in the background?,YES
Grasshoppers_and_wind1.wav,Is it a human?,NO
Rain On A Window.wav,Is someone moved from one place to another?,NO
creaking train.wav,Is it loud?,YES
Tractor And Topper.wav,is there a vehicle present?,YES
20060613.chicharras.wav,Are there animals making the noise?,NO
clinking_tiles_01.wav,Is glass breaking?,YES
Tsaritsyno-Park. Spring.wav,Is this in nature?,YES
STE-011 broadway bridge traffic.wav,Is it a constant sound?,NO
souffle_me_tallique.wav,Is there someone singing?,NO
Sunny Afternoon Suburb Ambiance .wav,Does an accident take place?,YES
Baking dish picked up put down.wav,Does someone scream?,NO
Coffee Machine Trickling.wav,Is the liquid running into the container flowing very fast?,YES
_Stream 3 at Krka falls.wav,Is it raining heavily?,YES
Newark airport outside.wav,Is someone's speech amplified by a machine?,YES
Rolling Drawer.wav,Is the drawer consistent through the whole time?,NO
Nightingale_near_street.wav,are there birds?,YES
Gate open and close.wav,Do the voices belong to women?,NO
20090102.street.noise.wav,can someone be heard running?,NO
Rain at the city window - 44.1kHz16Bit - XYStereo - TASCAM - DR40 - intMic - normalized - fade in and fade out.wav,Does the rain stop?,NO
ice rattle.wav,Are there small impacts taking place?,YES
SFX_CHEERS-Bottle-CLANK_Beer-n-Wine.wav,are two glasses being struck together?,YES
20090105.crowd.drums.wav,Are there steps heard?,NO
Rain falling sound.wav,Are people running?,NO
engine start BMW 320 VG91.wav,Does the car stall out?,YES
Post vibrating (contact microphone).wav,Is someone banging on something?,YES
md10trk3.wav,Is there a humming of machinery?,YES
ShowerAndSoap.wav,Was this recorded in a bedroom?,NO
20130406_tourists.06.wav,Can the speaking be characterized as lively?,YES
0346 Traffic_at_Sindang.wav,Are the people outside?,YES
Whispering Trees.wav,Is there a lion?,NO
ruffle.wav,Is someone flipping through paper?,YES
01 barreau bunker original.wav,Is there a glass breaking?,NO
am band static.wav,Is this a device that's often used for entertainment purposes?,YES
Bobby-Car Hooting.wav,Is it a squeeze toy?,YES
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_02.wav,Did a lion roar?,NO
chicken.wav,Is there multiple people talking?,NO
Outside01.wav,Can any vehicles be heard?,YES
auto5.wav,Is this a motor?,YES
january birds yorkshire.wav,does the bird make more than one sound?,YES
Opening and closing DVD case.wav,Is something hit more than once?,YES
Amb Resid Ext 001.wav,is there more than one car?,YES
20110121_cranes.wind.wav,Is it a dog making the noise?,NO
Singapore Street Scape.wav,Are there people walking?,YES
smallgrocery.wav,Are the beeps occurring at a constant speed?,NO
Fountain_1.wav,Could the sound heard be from a natural stream?,YES
Walking at Forest.wav,Is the woman in a house?,YES
Paper Unfurl.wav,Is something dropped?,YES
Large crowd applause.wav,Is this a small venue?,YES
Tortured Apple 01.wav,is someone yelling?,YES
ice rattle.wav,Is this sound something that is typically heard for long periods of time?,YES
20070819.fjord.beach.00.wav,Are there several hawks around?,NO
foret.au.matin.wav,Is there a tiger growling?,NO
mower.wav,Is someone mowing the lawn?,YES
STE-005.wav,Are people running ?,NO
Toilet Flushaf.wav,Is something activated?,YES
12_Ambient_Quarry_High_44_16.wav,Are there multiple people talking?,YES
Greeting Card Foley.wav,Is that a clapping sound?,YES
2006_04_16_water_and_frogs_colliure.wav,Is there something wet around?,YES
VNP_thurston_02.wav,Is water splashing on a hard surface?,YES
BsAS_Tren01.wav,Does the train slow down before going fast again?,YES
Birds and ducks -Delta del Llobregat.wav,Are the sounds coming from inside?,NO
"Wind in a field recorded close to the ground in New Mexico, USA.wav",is it a windy day?,YES
20100117.beeps.00.wav,Are there several sources of sounds?,YES
FP_Flock_of_Birds.wav,Does the noise fade out?,YES
20161126_rain.74.wav,Is the noise level consistent throughout?,YES
conversation.wav,Is the space crowded?,YES
Geyser ambience and turn off.wav,Does the initial motor noise end before the recording ends?,YES
md4trk7.wav,does the noise ever stop?,NO
resonant_sewer.wav,Is there only one consistent sound throughout the audio?,NO
20092007.strike.wav,Could it be lighting?,YES
tramway_gnashing.wav,Can people be heard talking?,NO
Metal_Workshop_2.wav,Are people talking?,NO
Puzzle Pieces Foley Mvmt Wood Slide Up Down 01.wav,Does someone blow a whistle?,YES
a flag is waving at the pole.wav,Does the noise involve something liquid?,NO
Stream Below Dam With Slate Bottom.wav,Can a radio make this sound?,YES
Sea sound-3.wav,Is this by the ocean?,YES
Wall Clock Ticking.wav,Is this outside?,NO
Outdoors rumble.wav,Is there static?,YES
tadpolesound.wav,does the falling water get heavier sounding?,YES
Birds_and_Water_Filling_Rain_Barrel.wav,Is it the sound of something in motion?,YES
Underwater Noise restless 01 140704_0285.wav,Is there running water?,YES
R05_0197.wav,Can any animals be heard?,NO
Glass jar on board.wav,Is there any glass?,YES
31 hn_door4.wav,Are the sounds consistent and all coming from the same source?,NO
Tires car without an engine.wav,Are bees buzzing?,NO
20060810.peters.clock.02.wav,Is there a ticking sound?,YES
"Early morning in back garden (birds, faint traffic) - DR-100 (omni) - amplified in audacity.wav",is there only wildlife heard?,YES
FP_Drainage_System_Water_Drip.wav,Could oil be frying?,YES
20061022.upstairs.wav,Is the person walking?,YES
20080928.rain.scooter.wav,Is it raining?,YES
sogukortam.wav,Is the noise constant?,YES
just birds.wav,Is there more than one type of bird singing?,YES
sink3.wav,Is someone washing a coffee mug ?,YES
bell_church.wav,Are different types of instruments being played?,NO
trains.wav,Does the vehicle start slow and move faster?,YES
urinal.wav,is a person making a noise?,NO
Post vibrating (contact microphone).wav,Are these metallic noises?,YES
Feria.wav,Are there only adults present?,NO
"woodpecker, wind and dogs.wav",Are there birds around?,YES
Wind moderate strong JPN.wav,Does this sound involve two solid objects banging together?,NO
GarbageTruck.wav,Does a siren blare?,YES
Shower Driping Fast to Slow.wav,Is the sound constant throughout?,NO
LoneCricketInFallBasement.wav,Does this sound come from something furry?,NO
Walking in Grass Past Cyclist in Evening.wav,Is this person walking?,YES
wood desk Open and close.wav,is the room quiet mostly?,YES
Greater Spotted Woodpecker.wav,Do the sounds take place in nature?,YES
Otari Walk.wav,Are the children having a discussion?,YES
01 A pug struggles to breathe 1.14.2008.wav,Is a woman coaxing the animal?,NO
Spring Rain 1.wav,Is this an office ?,YES
train_leaving_oloron_sainte_marie.wav,Does a dog growl?,NO
outdoors forest footsteps running jogging rustle.wav,Is somebody stomping in the recording?,YES
parkfree.wav,Are children talking to each other?,YES
NIghttime Birdsong.wav,Is someone walking?,NO
"09-07-16_1757_Afurada, next to the water in the habour.wav",Is the liquid moving?,YES
Opening and closing DVD case.wav,Does it sound like plastic is being played with?,YES
Blackcap.wav,Is only one bird making noise?,NO
amolador_pan_pipe.wav,Is an instrument being played ?,YES
Gym&#39;sHall.wav,Is the person alone?,NO
2 crickets chirping during a summer evening in the city (with traffic noise).wav,Is this in nature?,NO
Shanghai Traffic Near Peoples Square.wav,Are there voices?,YES
Kitchen.PlatesSraping.Faucet.wav,Is someone holding dishes?,YES
Blackcap.wav,Is there more than one bird making noise?,YES
wind-up.wav,Was something being wind-up?,YES
Packaging Paper Pen Scribble.wav,is anyone talking?,NO
westend 3.wav,Are the animals barking?,YES
20080614.bells.wav,Are there birds in the background?,YES
Thunder.wav,does the thunder last more than a second?,YES
Water_Running_Down_Drain.wav,is the water gurgling?,YES
sw_PoultryBarn_cs8049.wav,Is there a group of people?,YES
Marker on Board.wav,Does the writing ever pause?,YES
Motorcycle 1.wav,Is a vehicle engine running ?,YES
The Big Circle.wav,Is this in nature?,NO
STE-011 broadway bridge traffic.wav,Does this sound seem close?,YES
Kitchen fan.wav,Is the fan steady?,YES
OrchestraTuning1.wav,Is a baby crying?,NO
Thainst12_AuctionPoultry.wav,Is there a banging sound?,NO
Running on Wood.wav,Is the tapping noise constant?,NO
Slowly Walking Downhill on Dry Leaves.wav,Are the leaves and debris on the ground dry?,YES
crickets in the woods.wav,Does a dog bark?,YES
Train leaving the station.wav,Did someone blow a whistle?,YES
Train left to right.wav,Are there birds chirping?,NO
Playing With Tin Foil.wav,Is something being opened?,YES
Fergus Whining.wav,IS the puppy scratching his feet on something?,NO
"Ambience - Merri path, trees and birds, gentle wind.wav",The birds are outside?,YES
Seagulls 1.wav,Are the birds outside?,YES
ww big windchimes  fs  1 4 2011.wav,Is there more than one bell sounding?,YES
Spring Rain 1.wav,Is someone taking a shower ?,YES
1990 repetition brass-band 01.wav,Did a fire truck pass by ?,NO
2 crickets chirping during a summer evening in the city (with traffic noise).wav,Is there a motor vehicle in the background?,YES
kitchen metal.wav,Does this have a melody?,NO
San Simeon Beach at Midnight 1.wav,Are waves being created?,YES
creaking train.wav,Is there a machine?,YES
20091224.bells.02.wav,Are the bells getting louder as time goes on?,YES
005 - Opening a can of soup.wav,Is something metal dropped on the ground?,YES
Plastic Drawer Open and Close.wav,Is the person stapling paper?,YES
rain.gutter.wav,Is it raining?,YES
loud street.wav,Are birds chirping?,NO
Shanghai Traffic Near Peoples Square.wav,Does the sound vary in intensity?,YES
Printing Press 4.wav,Are babies crying?,NO
Relaxing stream underwater SHORT 141015_0442.wav,Is this outside?,YES
Scribble_long_strokes.wav,Is this sound made by a liquid?,NO
Spaceship background ambience.wav,Is the wind a quiet hum?,YES
INT Bedroom tone 1.wav,Is there movement?,NO
Tires car without an engine.wav,Is there some sort of vehicle?,NO
Plane flying above.wav,Are several animals making noise?,YES
20080928.rain.scooter.wav,Does the motorbike drive further away?,YES
Dutch air raid 140804_0338.wav,Is a siren making this noise?,YES
imm110 assignment 4a.wav,Are there many people?,YES
Baking Tray Hits.wav,Is the noise repititious?,YES
tiny raindrops under an umbrella.wav,Are the people celebrating a bonfire?,YES
20061215.early.morning.wav,Can insect noises be heard?,NO
Steaming milk on a consumer-grade latte maker.wav,Is the fluid used as a coolant?,NO
Rain on street Leuvehaven 100609.wav,Is someone chewing bubble gum?,NO
Car interior driving 1.wav,Is it quiet?,YES
around the yellow Ferrari pt. 1.wav,Is this near a street?,YES
Hospital corridor.wav,"Is the motored, windy noise an airplane?",NO
Light Rain Home2.wav,Is the spring sound constant?,YES
Inside the circuit.wav,Is a baby crying?,YES
Park Szczubeka Ulica Powsinska.wav,Are dogs barking?,NO
mansteps.wav,Is there a squek?,NO
fdv_machine_a_ecrire.wav,is the person typing very slowly?,NO
rim of woods farmland people far NL 01 151003_0804 ST.wav,Is a bird singing?,YES
wooden boat row water.wav,Is this taking place in the ocean?,YES
tram_bell_ride_door.wav,Does the vehicle come to a stop?,YES
LittleChild_WoodenFloorFootsteps_01.wav,Is the noise not rhythmic?,YES
waves beach medium1 close.wav,Is there water?,YES
Footsteps_Sneakers_Wet Sidewalk-01.R.wav,Is it soft?,NO
Plane flying above.wav,Are there several men speaking?,NO
Marcher_feuilles.wav,Is someone cutting wood using a hand saw ?,NO
Birds_and_Water_Filling_Rain_Barrel.wav,Is the liquid frozen?,NO
01-bottle-water-sparkle.wav,Is this the sound of soda?,YES
CarFerrySeaDogsPeople.wav,Is it a quiet environment?,NO
Rain 04 091012.wav,is there thunder?,NO
water_flows_through_crack_in_rocks.wav,Is a cat purring?,NO
Crowd in a local market.wav,are humans talking?,YES
Radio Static 1 (wav).wav,Is something being shredded?,NO
RiverBargeJune22012.wav,Does the noise the animal is making continue non-stop?,YES
20060129.marshes.03.wav,Are there animal sounds?,YES
my kitchen sink talks to me.wav,Is the action steady?,YES
"Budolfi Cathedral, Aalborg, DK, 1900hrs.wav",Are the people near the street?,YES
Cornell Big Cheer.wav,Is there a melody at the beginning?,YES
pill bottle 4.wav,Does a glass bottle break?,NO
Bird Effects ME.A2.wav,Is someone being still?,YES
Spring Rain 1.wav,is there a big storm?,NO
Rain on Window.wav,Is the sound from a machine?,YES
Door.wav,Can something be heard vibrating?,YES
Vocoded death threat.wav,Is there a dog barking?,NO
Rain Aluminium Roof.wav,Is the rain steady?,YES
Suburban Ambience_1-2.wav,are there car horns?,NO
20071229.cooing.wav,Is there more than one bird making noise?,NO
cacerolada_barcelona.wav,is there a jingling?,YES
Gurgling.wav,Does the liquid continue to pour?,YES
Coyote -crickets &amp; dogs in a pine forest mid night .wav,Is this a noise typically made by humans?,YES
Tortured Apple 01.wav,is something being shaken around?,YES
005 - Opening a can of soup.wav,Is an objected tapped?,YES
Lake At Night.wav,Is this likely happening at night?,YES
Industrial Heating Vent.wav,are all machines turned off?,NO
SYnth_NoisesAX9.wav,Are the vibrations of the sound regular?,NO
water.wav,Is someone splashing in the water?,NO
plastic bag rustle.wav,Is a baby laughing?,NO
SuburbRain_Indoor.wav,Are there footsteps?,NO
kikkers.wav,Is this taking place inside?,NO
shopping-cart-rattle.wav,Does the person talk?,NO
SpaceAmbient.wav,Does the sound stay the same?,YES
progetto_sound_design_prova1.wav,Are there three speakers?,YES
Car passing.wav,Is it storming in the audio?,NO
crackling-rain-fire.wav,Is the same sound made the entire time?,YES
OldCarHornsAndSirens.wav,Does the sound of the sirens get softer?,YES
chicken.wav,Are there animals around?,YES
Zoo2-20130725.wav,are the birds silent?,NO
mijo + folk och skotrar 1.wav,Are there children's voices?,NO
rain.gutter.wav,Is there any sounds of thunder in the recording?,NO
Summer waves at Charmouth beach in Dorset.wav,are surfers cheering?,YES
Calm Mediterranean Sea.wav,Is there someone walking in water?,YES
GulfWaves2.wav,Is this an electric drill?,NO
Truck Brakes.wav,Is the man jogging?,NO
City Bus.wav,Can a truck's horn be heard?,NO
OrchestraTuning1.wav,Is music being played?,YES
kikkers.wav,Are there insects?,YES
Dawn_chorus_5AM.wav,Is more than one animal making noise?,YES
20090619.air.conditioner.wav,Is the songbird singing a beautiful song?,NO
Hospital corridor.wav,Could this be in a kitchen?,YES
Eyelit cabinet.wav,"In order to open, is the object being slid?",YES
PS3F_FOZ_centro_AvJK_Transito_Noite.wav,Is the weather clear?,YES
Cityscape 02 090617.wav,Is the vehicle speeding up?,YES
Street Seller in Mexico City. Tights for girls.wav,Is this a man's voice?,YES
seagulls.wav,Is the woman sitting in her basement?,NO
Remix #3  of 30938__halleck__crash1-reverse.wav,Is the sound happy?,NO
freezer hum.wav,Is a machine running?,YES
md1trk1.wav,does the phone ring at the end?,YES
vent_int_garage2.wav,Does someone speak?,NO
Diesel Engines Approaching Cajon Pass.wav,Is there a locomotive pulling a train ?,YES
wood1.wav,Was there the sound of wood logs being cut?,YES
Rain hitting window.wav,Does the noise speed up and slow down?,YES
0401 Traffic_light_sound.wav,Can only one person be heard speaking?,NO
Walking along Highway.wav,Are birds singing?,NO
sants_train.wav,Is the noise consistent?,YES
Rainstorm.wav,Can seagulls be heard?,YES
WaterSounds.wav,Did someone enter a new room?,YES
drain the water.wav,Are people in the room?,NO
Stream Below Dam With Slate Bottom.wav,Is a motorcycle starting up?,NO
tadpolesound.wav,does a person talk?,NO
Squeaking Glass.wav,is there a zipping sound?,YES
Sheep BAAAH.wav,Is the only one goat?,YES
Cat Eating Wet Food (Purring at start but not throughout).wav,Does the dog scarf the food down quickly?,YES
crow_magpie_ambience_1.wav,Is a dog barking?,NO
engine start BMW 320 VG91.wav,Did they drive off into the sunset?,NO
"Ambience - Merri path, trees and birds, gentle wind.wav",The birds are chirping in a room?,NO
keurig-coffe-maker.wav,Is a man cussing?,NO
shopping-cart-rattle.wav,Is there an animal around?,YES
latenighttraffic.wav,Can people be heard talking on the road?,NO
car dragging limb.wav,Does the engine get quieter at all?,NO
easter morning birdsong.wav,Is there barking present?,NO
"Collingwood bees, bumble bees.wav",Is this indoors?,NO
Cornflour Snow.wav,Does someone speak?,YES
TOWN_CAR_START.wav,Is this happening outside?,YES
20090105.frying.03.wav,Are there people talking?,NO
Village Morning Atmos.wav,is there a rooster?,YES
20100423.river.02.wav,Does the water constantly run?,YES
30 seconds after (Mike Marsh).wav,Is there a man who gasps?,NO
Gravel_Sand Walking 2.wav,Does the person walk faster as time goes on?,YES
